Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone.,afraid,"Customer :That is riduculous.  Death is inevitible.
Agent :",sad,sad,sad,"REASONING: The situation is characterized by isolation, aging, separation, and loneliness. The tone is resigned and melancholy rather than panicked, with low energy and a sense of helplessness about an undesirable situation → strongly negative valence, low arousal, low dominance.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.35]
EMOTION: sad",[-0.65 -0.3  -0.35],0.9036038955205979,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer : I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they “used to be afraid,” so the emotion during that past experience is fear. The VAD estimate matches the prototype for afraid: negative valence, high arousal, and vulnerable/low dominance.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
When my house burned down in the 8th grade,afraid,"Customer :I was too young to know about that, we're done for.
Agent :",sad,sad,afraid,"REASONING: The house burning is a sudden, dangerous, and uncontrollable threat, likely causing panic and vulnerability rather than anger or calm sadness; this is strongly negative, high arousal, and low dominance.
VAD_Estimate: [V: -0.80, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.8   0.65 -0.45],0.16881943016134138,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
My friend hasnt been feeling well lately.,afraid,"Customer :His heart has been beating real fast lately.
Agent :",sad,sad,afraid,"REASONING: The situation is negative but ambiguous regarding the friend’s health, creating concern and worry rather than anger or joy. Arousal is moderate-to-high due to uncertainty, and dominance is low because the speaker cannot control the outcome, aligning closest with fear/anxiety.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.40]
EMOTION: afraid",[-0.55  0.45 -0.4 ],0.17748239349298842,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
I am home alone this weekend. I do not like that. It gets too quiet.,afraid,"Customer :I am all one in the house this weekend.
Agent :",sad,sad,sad,"REASONING: The speaker expresses dislike of being home alone in a quiet environment, indicating unpleasantness, low energy, and a passive sense of isolation or melancholy.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
i cant wait for monday!,afraid,"Customer :What is going on Monday?
Agent :",joyful,joyful,joyful,"REASONING: The phrase “can’t wait” signals eager, positive anticipation about an upcoming event, with high energy and a sense of excited control. This aligns with joy rather than fear or sadness.
VAD_Estimate: [V: +0.70, A: +0.60, D: +0.30]
EMOTION: joyful",[0.7 0.6 0.3],1.5259423318068084,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :I guess I just grew up, realized there are no monsters
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes a past emotional state of being afraid of the dark, and temporal anchoring requires judging the emotion felt during that past experience, not the current relief or reflection. Fear of the dark involves high displeasure, heightened arousal, and a sense of vulnerability/helplessness.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
I don't think I' going to like this semester. I didnt get any of the classes I want,afraid,"Customer :I'm so sorry to hear it! Were you able to take anything?
Agent :",sad,sad,sad,"REASONING: The situation involves unmet expectations and disappointment about the upcoming semester, with a passive, resigned tone rather than active frustration or fear. This aligns with low pleasure, low arousal, and a sense of low control.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
"When I was younger, I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it.",afraid,"Customer :Oh no, that classic prank! I bet that was painful, I've only seen it on movies.
Agent :",sad,sad,afraid,"REASONING: The speaker describes a childhood mishap where their tongue froze to a pole, causing immediate pain, shock, and helplessness. Valence is strongly negative, arousal is high from the alarm/pain, and dominance is low because the speaker is physically trapped and vulnerable, aligning with fear rather than anger or sadness.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
"Two years ago, i was admitted in hospital. I was not well. I felt afraid whether i would be alive. But fortunately, i am live",afraid,"Customer :I felt afraid. Still i remember it
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says “I felt afraid” while in the hospital, describing fear about survival during the event. This is a clear explicit emotion label, so the analysis must match high displeasure, high arousal, and vulnerable low control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
"My friend's eyes keep hurting at night. She's been to the doctor, but they can't find anything wrong with her.",afraid,"Customer :She's just been to her doctor. I'll see if she can see a specialist.
Agent :",sad,sad,afraid,"REASONING: The situation involves an unresolved health problem with no clear cause or controllable solution, creating worry and uncertainty rather than anger or sadness. Valence is negative, arousal is moderately elevated due to concern, and dominance is low because the situation feels uncontrollable.
VAD_Estimate: [V: -0.55, A: +0.40, D: -0.40]
EMOTION: afraid",[-0.55  0.4  -0.4 ],0.2213594362117865,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
I would like to try skydiving.,afraid,"Customer :I would love to try skydiving. I am so afraid of heigh.
Agent :",joyful,joyful,joyful,"REASONING: The speaker expresses a positive desire and anticipation about trying skydiving, with no words suggesting fear or dread. This suggests pleasantness, moderate excitement, and a sense of personal choice/control.
VAD_Estimate: [V: +0.55, A: +0.45, D: +0.25]
EMOTION: joyful",[0.55 0.45 0.25],1.3787675656179326,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
I am a unhappy that  there is nothing I could do to help,afraid,"Customer :Oh no! What had happened to you?
Agent :",sad,sad,sad,"REASONING: The speaker explicitly says “unhappy” about feeling helpless to help, which indicates sadness, low energy, and low control over the situation.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],0.9005553841935541,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
I am a unhappy that  there is nothing I could do to help,afraid,"Customer :I am a unhappy that there is nothing I could do to help
Agent :",sad,sad,sad,"REASONING: The explicit word “unhappy” signals displeasure and sadness, not anger or fear. The sense of helplessness (“nothing I could do”) lowers dominance and energy, matching a sad, dejected state.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],0.9005553841935541,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
Our home was broken in to 2 months after we purchased it.,afraid,"Customer :Im so sorry to hear that. I was watching a house for a familty member and they're safe was stolen.
Agent :",angry,angry,angry,"REASONING: The break-in is a negative, intrusive event caused by a person (the burglar), which typically triggers high-arousal frustration and blame rather than passive sadness or ambiguous environmental fear. The speaker feels violated but also irritated and angry at the violation.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.6383572667401852,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.6923871749245504,0.6923871749245504
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :Oh, how did you like it?
Agent :",joyful,joyful,joyful,"REASONING: Watching an engaging thriller series is an enjoyable, exciting experience; being “on the edge of your seat” signals high arousal and positive entertainment, not real threat.
VAD_Estimate: [V: +0.65, A: +0.70, D: +0.25]
EMOTION: joyful",[0.65 0.7  0.25],1.461677118928801,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
I am so scary that my manager doesn't keep his promise for my promotion.,afraid,"Customer :I don't know. I have a bad feeling about it.
Agent :",angry,angry,angry,"REASONING: The speaker expresses frustration about a specific person (the manager) breaking a promotion promise, indicating active irritation and blame. The phrase “I am so scary” suggests a sense of intimidation/assertiveness, raising dominance. This points to anger rather than fear or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.30]
EMOTION: angry",[-0.55  0.55  0.3 ],0.7372245248226621,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.6923871749245504,0.6923871749245504
While working at a restaurant I was robbed,afraid,"Customer :No weapon that I could see they just grabbed the money and ran.
Agent :",angry,angry,afraid,"REASONING: Being robbed at work is a sudden, threatening event with potential danger, causing high distress and a strong sense of vulnerability rather than anger or sadness.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.06324555320336754,False,True,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Submissive,0.6923871749245504,0.0
My husband wants to go parasailing together when we go to Mexico next month.,afraid,"Customer :My husband wants to go parasailing together when we go to Mexico next month.
Agent :",joyful,joyful,afraid,"REASONING: The situation involves an inherently risky activity (parasailing) with no positive words like “excited” or “love,” so the speaker’s anticipated feeling is anxiety or dread rather than joy. This reflects negative valence, high arousal, and a low sense of control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
